Jdis,O^z,error,N
0.1,0.28256504002628857,0.00043001273973279245,631.0
0.2,0.26744509671055355,0.0004748126556092502,1000.0
0.3,0.2424543098414313,0.0006203495995070578,1000.0
0.5,0.19201200779846925,0.0007935933051322279,1000.0
0.6,0.16928239585349691,0.0008242823743132172,1000.0
0.7,0.14863354001414722,0.0008363153953302299,1000.0
0.8,0.1306492229797828,0.0008121631993524087,1000.0
0.9,0.11291406814929797,0.0007937801794843977,1000.0
1.0,0.0996719846628885,0.000771269399389875,1000.0
1.1,0.0877952673712801,0.000738265219281646,1000.0
1.2,0.07632226645965681,0.0007031917349615918,1000.0
1.5,0.05347841416175879,0.0006096356347077194,1000.0
1.8,0.038638240890826736,0.0005344573383669818,1000.0
