Jdis,O^z,error,N
0.1,0.2792750621697818,0.0002666026550933492,1000.0
0.2,0.2609562568208276,0.00035995489028285715,1000.0
0.3,0.22745545295350197,0.0004934670480119737,1000.0
0.4,0.19007241963865737,0.0005750355533778402,1000.0
0.5,0.1573056898684968,0.0006070440829787455,1000.0
0.6,0.12826902511740784,0.0006048438824756531,1000.0
0.7,0.10275927567999833,0.000579231627725704,1000.0
0.8,0.08284538449228084,0.0005367487402105537,1000.0
0.9,0.06799430951645498,0.000490250770446111,1000.0
1.0,0.05207312051885372,0.0004394657152075588,1000.0
1.1,0.043820530443949346,0.00040011148088400626,1000.0
1.2,0.03590425746945036,0.0003627770896306156,1000.0
1.5,0.018932184303075947,0.00025549267414245596,1000.0
1.8,0.011347930508872178,0.0002029772093211151,1000.0
