Jdis,O^z,error,N
0.7,-0.2553351629481754,0.0007161801142709644,1000.0
0.75,-0.2501178510289953,0.0007623152086813124,1000.0
0.8,-0.24603175853263026,0.0007741018428652887,1000.0
0.85,-0.23991267872627092,0.000798925062358052,1000.0
0.9,-0.2350925083424776,0.0008139896229383512,1000.0
0.95,-0.2302375583580452,0.0008383954784486782,1000.0
1.0,-0.22480084693796698,0.0008620549987814729,1000.0
1.1,-0.21263921642357078,0.0009025312514967718,1000.0
1.2,-0.19986980329033271,0.0009366062569205081,1000.0
1.3,-0.18515818915651422,0.0009695464322956142,1000.0
1.4,-0.17463821912253405,0.0009895714888316226,1000.0
1.5,-0.16187425404308078,0.0010202261513232466,1000.0
