Jdis,O^z,error,N
0.7,-0.19803067734155347,0.000519492178599451,1000.0
0.75,-0.19354395599867344,0.0005388449961116929,1000.0
0.8,-0.18959689156266377,0.0005461200280654154,1000.0
0.85,-0.18536420947468527,0.0005680043109378108,1000.0
0.9,-0.1786536678066837,0.0005865133469965267,1000.0
0.95,-0.17490453678648754,0.0005982154168801516,1000.0
1.0,-0.1684483442645486,0.000601242597892371,1000.0
1.1,-0.15526802635353537,0.0006396787829129421,1000.0
1.2,-0.14339987656030304,0.0006554542950735664,1000.0
1.3,-0.1289686230477766,0.0006710200911807424,1000.0
1.4,-0.12100973286447664,0.0006743670935466233,1000.0
1.5,-0.10863102397499153,0.000685105403699997,1000.0
