Jdis,O^z,error,N
0.7,-0.16561598938890373,0.0004098143455704284,1000.0
0.75,-0.1599895320381838,0.00042708804112203747,1000.0
0.8,-0.15671378467414565,0.00043164081024433295,1000.0
0.85,-0.15333302955814365,0.0004430252066654084,1000.0
0.9,-0.14881763995008557,0.00045537025696709406,1000.0
0.95,-0.1419045480569863,0.0004626674727046149,1000.0
1.0,-0.13620809670362247,0.00047344751888373995,1000.0
1.1,-0.12416054057894,0.00048800947752463585,1000.0
1.2,-0.11216903114499449,0.0004975076906566224,1000.0
1.3,-0.10053420947050622,0.000499488726450849,1000.0
1.4,-0.09236081396678435,0.0005087734162210699,1000.0
1.5,-0.08016225143537545,0.000502848106321253,1000.0
