Dimerization,ZL,error,N
0.0,0.09306205549235516,0.0034145686699853504,1000.0
0.05,0.08826801256517745,0.003568992726611521,1000.0
0.1,0.07682296495301665,0.003617436902741789,1000.0
0.15,0.054515373615824925,0.003771929671434201,1000.0
0.2,0.030691145415257307,0.003958204386602175,1000.0
0.25,0.004503430312094746,0.004031125973850946,1000.0
0.3,-0.023386527256846288,0.004026415050995661,1000.0
0.35,-0.04548087979725448,0.0038467158763261754,1000.0
0.4,-0.06075113752710139,0.003727473855453118,1000.0
0.45,-0.06995972401611705,0.0035938724278805176,1000.0
0.5,-0.06301281118319833,0.0037561344079404036,1000.0
0.55,-0.03545750654959236,0.004216932490294774,1000.0
0.6,0.005045845520728729,0.0048020147905872956,1000.0
0.65,0.07068532396624631,0.005174437212112431,1000.0
0.7,0.14327860239214177,0.005389205099897896,1000.0
