Jdis,ZL,error,N
0.7,-0.04610884123301242,0.004594746014117592,1000.0
0.75,-0.045376306336160105,0.004609184929922522,1000.0
0.8,-0.043966885768288236,0.004496104796720773,1000.0
0.85,-0.04002764760563732,0.004387689172237278,1000.0
0.9,-0.03407184346037275,0.00450389800678871,1000.0
0.95,-0.034346834903366985,0.004347306773730104,1000.0
1.0,-0.03450494030409762,0.004313236895991566,1000.0
1.1,-0.029306784744553796,0.0041617581871240695,1000.0
1.2,-0.023386527256846288,0.004026415050995661,1000.0
1.3,-0.02049949223293776,0.0038075183583583306,1000.0
1.4,-0.01994499413155189,0.0036231242830793687,1000.0
1.5,-0.011037515195147963,0.003469720760130328,1000.0
