Dimerization,ZL,error,N
0.0,0.012851908174834982,0.001403737956325124,3000.0
0.05,0.013876602698503819,0.0014325265641091007,3000.0
0.1,0.010907993274493944,0.0014478732837483344,3000.0
0.15,0.01038529825134918,0.0014804420681034762,3000.0
0.2,0.007554464933435109,0.0015336168597894074,3000.0
0.25,0.002765151548864091,0.0015692676832548356,3000.0
0.3,0.000639043928847222,0.0016847106365719638,3000.0
0.35,-0.0026610776926910763,0.0017661617845247221,3000.0
0.4,-0.0024933952598200394,0.0018835164035373164,3000.0
0.45,0.0017214260665126672,0.002073897545614212,3000.0
0.5,0.013523610366012712,0.002336404700273535,3000.0
