Jdis,O^z,error,N
0.7,-0.16932356530634476,0.0004159282418796092,1000.0
0.75,-0.16487316718507253,0.00042595598400531646,1000.0
0.8,-0.1609934096789168,0.00043336440932349154,1000.0
0.85,-0.15389897467958477,0.000457538934967768,1000.0
0.9,-0.14924542678872488,0.00045494245306894885,1000.0
0.95,-0.143212422833186,0.0004601020235359837,1000.0
1.0,-0.1376687838328435,0.0004729326632499321,1000.0
1.1,-0.12413946669516049,0.0004876631484213473,1000.0
1.2,-0.11231750702575202,0.0005011498765095934,1000.0
1.3,-0.10050530398696221,0.0005089788466007182,1000.0
1.4,-0.08645516784204178,0.0005099855440898964,1000.0
1.5,-0.07704863424927488,0.0005123991776188265,1000.0
