Dimerization,ZL,error,N
0.0,-0.863026718390991,,1.0
0.05,-0.8645878371742606,,1.0
0.1,-0.8519288875503699,,1.0
0.15,-0.7767624304730238,,1.0
0.2,-0.6129132264694576,,1.0
0.25,0.4182033313172167,,1.0
0.3,0.6116898543756871,,1.0
0.35,0.720348326635647,,1.0
0.4,0.7699853886384109,,1.0
0.45,0.7822184800589076,,1.0
0.5,0.820375706343125,,1.0
0.55,0.8289809264631027,,1.0
0.6,0.8531434975968337,,1.0
0.65,0.8656995533720022,,1.0
0.7,0.8752731343178575,,1.0
0.75,0.8829003798406232,,1.0
0.8,0.8861398432964922,,1.0
0.85,0.8919838025157976,,1.0
0.9,0.8966587494544247,,1.0
0.95,0.8994674082094201,,1.0
1.0,0.9022252483954162,,1.0
