Jdis,ZL,error,N
0.0,0.3330213277824707,0.0,1.0
0.5,0.24900416515876536,0.004397414897407553,500.0
1.0,0.203256423855827,0.006242591762127354,500.0
1.5,0.15753957564889043,0.0073025065184624816,500.0
2.0,0.12484664267550716,0.007589268444697587,500.0
2.5,0.10869687726969011,0.007452051750656849,500.0
3.0,0.08646381403487335,0.007325949491700846,500.0
3.5,0.07800593175552437,0.0070011040107471265,500.0
4.0,0.06610451001554658,0.006724430151795344,497.0
4.5,0.06764116810158424,0.006323203796287722,494.0
5.0,0.05483899558003139,0.006115009440448129,485.0
5.5,0.055869452407464826,0.006491573310510065,475.0
6.0,0.05239248215317864,0.006326400244846982,464.0
