Jdis,ZL,error,N
0.1,-0.3072354573763842,0.006725508128621011,617.0
0.2,-0.2753729870736137,0.007868427683933879,1000.0
0.3,-0.23125773040252462,0.0094585974494568,1000.0
0.5,-0.14174744017621566,0.011103587291056802,1000.0
0.6,-0.10432881203989369,0.011228609224594038,1000.0
0.7,-0.08310284151511337,0.011440492753655686,1000.0
0.8,-0.049332850955479415,0.011321482036513033,1000.0
0.9,-0.034237058913588525,0.011248325852830105,1000.0
1.0,-0.014064495639516516,0.011117947189678842,1000.0
1.1,-0.00020516529579145398,0.010927664247990616,1000.0
1.2,0.01633742774484447,0.010558140131047116,1000.0
1.5,0.054030037605482376,0.009904402458431247,1000.0
1.8,0.07217635127107377,0.009550677525964647,1000.0
