Jdis,ZL,error,N
0.1,-0.6959751773977024,0.0022146576435630927,1000.0
0.2,-0.6388888090089478,0.004964233960710372,1000.0
0.3,-0.5459852858588209,0.007706811620891471,1000.0
0.4,-0.43988810864085914,0.010170718044734168,1000.0
0.5,-0.3438297938965537,0.011463131575905996,1000.0
0.6,-0.2614041618686828,0.012206793081221934,1000.0
0.7,-0.19510699782238164,0.012425378324499579,1000.0
0.8,-0.1433163417193856,0.012310629349922391,1000.0
0.9,-0.09279593425771236,0.012110762638827028,1000.0
1.0,-0.056470205074274894,0.011717937755952708,1000.0
1.1,-0.022984107411140004,0.0113144750048488,1000.0
1.2,0.005771173049161682,0.011058663663656753,1000.0
1.5,0.05161553396323327,0.010115543117541538,1000.0
1.8,0.08100926840829453,0.009409977770874014,1000.0
