Jdis,O^z,error,N
0.7,-0.23146671458466045,0.0008231100097786361,1000.0
0.75,-0.2209345115091149,0.0008463547055354703,1000.0
0.8,-0.21095375240825331,0.0008658147723123365,1000.0
0.85,-0.20050592312098595,0.0008797112866697948,1000.0
0.9,-0.1894318257504705,0.0008962955347659853,1000.0
0.95,-0.18325135111416946,0.0009140616423532653,1000.0
1.0,-0.17694159588551248,0.0009254905093382511,1000.0
1.1,-0.16165146159761437,0.0009458340697975713,1000.0
1.2,-0.14539174279934003,0.0009529935001162173,1000.0
1.3,-0.1331765520562565,0.0009619177198817011,1000.0
1.4,-0.12347737384699468,0.0009539813730323556,1000.0
1.5,-0.11413752887483948,0.0009566729147495757,1000.0
