Jdis,O^z,error,N
0.7,-0.14444986199212748,0.0005162046789730478,1000.0
0.75,-0.13372879059329673,0.0005209314842259768,1000.0
0.8,-0.1238376012993331,0.0005138841740213472,1000.0
0.85,-0.11349647072677624,0.0005092641867925582,1000.0
0.9,-0.10477806883888365,0.0005049815084423139,1000.0
0.95,-0.09714488127842096,0.000498586239797694,1000.0
1.0,-0.08830371046153658,0.0004885036270808544,1000.0
1.1,-0.07753142347346659,0.0004789426866892509,1000.0
1.2,-0.06530564571139555,0.0004533768898969933,1000.0
1.3,-0.05985327016693175,0.0004569729000559485,1000.0
1.4,-0.052011938699884866,0.0004380260763704345,1000.0
1.5,-0.04542172536567216,0.0004199739581563256,1000.0
