Dimerization,ZL,error,N
0.0,0.012212334669516406,0.0016739120570190718,2000.0
0.05,0.01052890935743816,0.0017384746155726747,1999.0
0.1,0.010591082575550475,0.00175027107448834,2000.0
0.15,0.011596741935879486,0.0018420440330078492,2000.0
0.2,0.003383816434745757,0.0018642679867174642,2000.0
0.25,0.001319079621811388,0.0018955372476111266,2000.0
0.3,-0.0006244393356722857,0.002009628354180297,2000.0
0.35,-0.0004006727133091997,0.0021170143566114196,2000.0
0.4,-0.0003172216991099278,0.0022984634405940466,2000.0
0.45,0.00842911090374985,0.0025519523623654576,2000.0
0.5,0.019516744366661985,0.0028645741927948195,2000.0
