Jdis,O^z,error,N
0.7,-0.07619058861570371,0.0006265107886056195,1000.0
0.75,-0.07495463648916116,0.0006425422064673078,1000.0
0.8,-0.07390801905679116,0.0006591929288643475,1000.0
0.85,-0.07266588546172137,0.0006699986469487582,1000.0
0.9,-0.07057354856824653,0.0006732348377498208,1000.0
0.95,-0.07023240514282801,0.0006931640163015431,1000.0
1.0,-0.06726239749834036,0.0007029535200594297,1000.0
1.1,-0.0656563587587038,0.0006992291969262343,1000.0
1.2,-0.06327059294712563,0.0007227645847212094,1000.0
1.3,-0.05785385019448925,0.0007110412600257722,1000.0
1.4,-0.05615203661942683,0.0007308187826766936,1000.0
1.5,-0.05468276818544384,0.0007415842126437219,1000.0
