Jdis,O^z,error,N
0.7,-0.033426974298907335,0.00033415546341766783,1000.0
0.75,-0.032999173993333124,0.00034471417047067624,1000.0
0.8,-0.03160302228346823,0.0003400470453449119,1000.0
0.85,-0.03163478448540774,0.00035053693629396134,1000.0
0.9,-0.03217083125807585,0.0003700901769341628,1000.0
0.95,-0.03126415512796899,0.00037332060393197443,1000.0
1.0,-0.02987524716090594,0.00036599146196243713,1000.0
1.1,-0.029411590369165696,0.0003792794614856652,1000.0
1.2,-0.027211425602330485,0.00038603715108564475,1000.0
1.3,-0.026623269354565646,0.00038458939811808777,1000.0
1.4,-0.026107827404747666,0.0004100506757697577,1000.0
1.5,-0.024145083813575025,0.00039873568062963354,1000.0
