Dimerization,O^z,error,N
0.1,-0.020604882675007055,0.0005518362110017088,500.0
0.2,-0.01847210479985184,0.000546195980791858,500.0
0.3,-0.01976529035093236,0.0005283322189913442,500.0
0.4,-0.0157589141460828,0.000529948124682625,500.0
0.5,-0.012477137034089009,0.00048130046194030615,500.0
0.6,-0.008843919394812556,0.00036918284224254184,500.0
0.7,-0.005589775142518161,0.0003353750756821671,500.0
0.8,-0.0017802493836579921,0.00029965590670747144,499.0
0.9,-0.0005024542430536214,0.00011330988344430704,498.0
1.0,-2.6710305560810334e-13,1.4139212937943185e-13,500.0
