Dimerization,O^z,error,N
0.1,-0.023245433984826185,0.0005651657601654725,500.0
0.2,-0.02058876833239712,0.0005580828246094137,500.0
0.3,-0.020772066510584122,0.0005288320907815744,500.0
0.4,-0.017940953133327657,0.0004915865986459032,500.0
0.5,-0.01271287574003906,0.0004862603688830878,500.0
0.6,-0.009695459406539726,0.0004167420390565764,500.0
0.7,-0.00543365232203845,0.00034403128344095616,500.0
0.8,-0.0028273385763586145,0.00023935082293880173,500.0
0.9,-0.0003211747829254217,0.00011771134557128141,499.0
1.0,1.6117056950502295e-13,1.1443673999412963e-13,500.0
