Jdis,ZL,error,N
0.7,0.16851222319777054,0.004247800965416039,1000.0
0.75,0.15147015703890035,0.004319806702713229,1000.0
0.8,0.13871162167770063,0.004246389791195096,1000.0
0.85,0.12376481133532545,0.0042095854824772605,1000.0
0.9,0.12003214058626742,0.0041814690224285895,1000.0
0.95,0.10865369083838688,0.004170976049813595,1000.0
1.0,0.09422394500689968,0.004093129472878422,1000.0
1.1,0.08099677268457564,0.0038348170789380123,1000.0
1.2,0.06462196973027849,0.0036013594949996465,1000.0
1.3,0.053469030277531936,0.0034351292427570452,1000.0
1.4,0.04013783195142107,0.003384295266948117,1000.0
1.5,0.0337001194389541,0.0031235939581140595,1000.0
