Jdis,O^z,error,N
0.1,0.33315576397104113,0.00016642148836286806,1000.0
0.2,0.32486145815917666,0.00022084496529987068,1000.0
0.3,0.31051268443551294,0.00029705817365026626,1000.0
0.4,0.28767189514619834,0.0003926170066843869,1000.0
0.5,0.2564548117825688,0.0004929827770697874,1000.0
0.6,0.21901913614700283,0.0005724043641461171,1000.0
0.7,0.17928200448886766,0.0006095180606541429,1000.0
0.8,0.14493975741590442,0.0006059346131984362,1000.0
0.9,0.1131586093454156,0.0005787237014174896,1000.0
1.0,0.08799610881923516,0.0005256643189436898,1000.0
1.1,0.06773001471153886,0.00047507452972471724,1000.0
1.2,0.05158315642391944,0.0004193217442861411,1000.0
1.5,0.0265412548727712,0.00030848805529643057,1000.0
1.8,0.01385739307404321,0.00022484149608891868,1000.0
