Jdis,O^z,error,N
0.1,0.33683392552897035,0.00018627632013461712,1000.0
0.2,0.3287118066392624,0.00024300379969183637,1000.0
0.3,0.31328357475061286,0.0003322999338291432,1000.0
0.4,0.29085927419178165,0.00044491206828923906,1000.0
0.5,0.2584691196087368,0.0005616133561005715,1000.0
0.6,0.22635957852644195,0.0006285810396870735,1000.0
0.7,0.19155313727889467,0.0006776891500485468,1000.0
0.8,0.1566396082977331,0.0006954936120667218,1000.0
0.9,0.12964028577436001,0.0006807554047790192,1000.0
1.0,0.10520044947370048,0.0006457491690791416,1000.0
1.1,0.08436633112493307,0.0006015315397744992,1000.0
1.2,0.06926249683610362,0.0005562019034606567,1000.0
1.5,0.04020367851312036,0.0004286566678229824,1000.0
1.8,0.025046549909157428,0.0003455400817019777,1000.0
