Dimerization,O^z,error
0.0,-0.13809089834676974,0.0
0.05,-0.13620809670362247,0.0
0.1,-0.1376687838328435,0.0
0.15,-0.13671995742492662,0.0
0.2,-0.13679616430297362,0.0
0.25,-0.1347684468607352,0.0
0.3,-0.1302596134512818,0.0
0.35,-0.1192215014947172,0.0
0.4,-0.1050084555180116,0.0
0.45,-0.08830371046153658,0.0
0.5,-0.07058121693412989,0.0
0.55,-0.04954043844184299,0.0
0.6,-0.029917458311965215,0.0
0.65,-0.016019407102400258,0.0
0.7,-0.007028000371865119,0.0
