Dimerization,ZL,error,N
0.0,0.006709206830945676,0.0034330309151338213,498.0
0.1,0.001509470689286319,0.0030577336200080757,498.0
0.2,0.0062638743858317155,0.003338863053889496,500.0
0.3,0.00872795739355778,0.003964570047829893,500.0
0.4,0.02313194447340292,0.004399527096455424,499.0
0.5,0.028153474158239395,0.005300157754857655,499.0
0.6,0.0570024368697974,0.006587904423572181,499.0
0.7,0.09874636354424823,0.008349463074708751,500.0
0.8,0.1902128587477054,0.009749408412321517,499.0
0.9,0.3364244712252412,0.011145032662447964,499.0
1.0,0.7340661192900265,6.131972613390706e-05,500.0
