Dimerization,O^z,error
0.0,-0.1199562815990556,0.0
0.05,-0.12100973286447664,0.0
0.1,-0.11752561452076217,0.0
0.15,-0.11630644436171306,0.0
0.2,-0.11359419654531704,0.0
0.25,-0.10945457749392042,0.0
0.3,-0.10507313416382356,0.0
0.35,-0.09509983162777262,0.0
0.4,-0.08541485891252897,0.0
0.45,-0.07517712814843482,0.0
0.5,-0.0625672026682149,0.0
0.55,-0.050809040378549,0.0
0.6,-0.03849555574544782,0.0
0.65,-0.026107827404747666,0.0
0.7,-0.015900785128053745,0.0
