Jdis,ZL,error,N
0.7,0.04572568194278724,0.005113142106647418,1000.0
0.75,0.04198785279816323,0.005089185016270061,1000.0
0.8,0.04032549344652476,0.005073743219461208,1000.0
0.85,0.03440665076946983,0.004915971601365956,1000.0
0.9,0.03280827937531901,0.0048223672415769765,1000.0
0.95,0.028331994521970494,0.0046081537499732764,1000.0
1.0,0.025641360292002164,0.004537712506396617,1000.0
1.1,0.018846256389788877,0.004249690698768283,1000.0
1.2,0.016786513563785802,0.003987758903717992,1000.0
1.3,0.014425610363098822,0.0037810337775763094,1000.0
1.4,0.012279344918944151,0.0035244501845741725,1000.0
1.5,0.009771888065186172,0.00340142597298723,1000.0
