Dimerization,O^z,error
0.05,0.3052029050011345,0.0
0.1,0.28767189514619834,0.0
0.15,0.25192066436963656,0.0
0.2,0.19007241963865737,0.0
0.25,0.10713412068383739,0.0
0.3,0.038914242478965744,0.0
