Jdis,ZL,error,N
0.7,-0.07192632078550874,0.005142727739695402,1000.0
0.75,-0.05667901435168585,0.005227636640047484,1000.0
0.8,-0.05197580466291555,0.00518625730842108,1000.0
0.85,-0.041478142396564846,0.005200621707412808,1000.0
0.9,-0.03348807404778921,0.00515849274483385,1000.0
0.95,-0.02641150090716532,0.005110829737564716,1000.0
1.0,-0.021591744989786717,0.005173091990195134,1000.0
1.1,-0.003434316213509437,0.005035065602222591,1000.0
1.2,0.003509060173362875,0.005058641245336725,1000.0
1.3,0.012178987497926643,0.004953457532311484,1000.0
1.4,0.013597476918193102,0.004913545956977656,1000.0
1.5,0.02571265058075892,0.004837382279737429,1000.0
