Jdis,O^z,error,N
0.1,0.04180466421831722,0.0002370682586567528,1000.0
0.2,0.053265320147661964,0.0003569962485973955,1000.0
0.3,0.05718682964883215,0.0004162214581681431,1000.0
0.4,0.05636213973644378,0.00045723598485424987,1000.0
0.5,0.053604906789124586,0.0004626698240263586,1000.0
0.6,0.04996546783252757,0.00046446109085670383,1000.0
0.7,0.04632074467842009,0.00046350022615001656,1000.0
0.8,0.042607640727981934,0.00044941287859664926,1000.0
0.9,0.0393654163821218,0.0004379702485523443,1000.0
1.0,0.03514767983655715,0.0004109511647841273,1000.0
1.1,0.030638829403665534,0.0003835340923380938,1000.0
1.2,0.028310625430951326,0.00037209639973103287,1000.0
1.5,0.020138347003133734,0.00031619238127140277,1000.0
1.8,0.013306679339023152,0.0002553575427076915,1000.0
