Jdis,O^z,error,N
0.1,0.08711455057111246,0.0004307093899178131,666.0
0.2,0.09171233955345744,0.0004833893886091688,1000.0
0.3,0.09355111530686072,0.0005755295718023626,1000.0
0.4,0.09220358334656847,0.0006424814624790641,1000.0
0.5,0.08772907450614774,0.0006600835665294601,1000.0
0.6,0.0819299765059169,0.0006738883517251325,1000.0
0.7,0.07670357380756297,0.000671247296522707,1000.0
0.8,0.07135356675178746,0.0006669989018611088,1000.0
0.9,0.0661431107102155,0.0006491974064684069,1000.0
1.0,0.06069256553222614,0.0006258592881026782,1000.0
1.1,0.055774154404816506,0.0006152542460104029,1000.0
1.2,0.05098694916956505,0.0005919801855863479,1000.0
1.5,0.038204103312348844,0.0005206718238784472,1000.0
1.8,0.02922241651169275,0.0004679306552158251,1000.0
