Jdis,O^z,error,N
0.7,-0.2549237170294342,0.0007270823162622628,1000.0
0.75,-0.2516458609086655,0.0007410130350287694,1000.0
0.8,-0.24655456317533256,0.0007711624567302542,1000.0
0.85,-0.24257817893304348,0.0007838691013251391,1000.0
0.9,-0.23516464034447468,0.0008221841817168322,1000.0
0.95,-0.23200045416759768,0.0008252154908076862,1000.0
1.0,-0.2244653423927469,0.0008644740336172246,1000.0
1.1,-0.2123664649318805,0.0009170841036318484,1000.0
1.2,-0.20042550611887325,0.000944889360378519,1000.0
1.3,-0.18522507849796838,0.0009717599705155747,1000.0
1.4,-0.17451066269150586,0.000990035670953368,1000.0
1.5,-0.16260477465928866,0.0010163416140330872,1000.0
