Jdis,O^z,error,N
0.0,-0.27280843180073333,0.013950495545090964,1.0
0.5,-0.2657831703038682,0.0009181536314646204,500.0
1.0,-0.21989570896586097,0.0012434260586958665,500.0
1.5,-0.15801569450816116,0.0014436525297246876,500.0
2.0,-0.11521855614795411,0.0014799756339654573,500.0
2.5,-0.07534381756588139,0.0014446591829712304,500.0
3.0,-0.05550932554392432,0.001361426329976659,500.0
3.5,-0.03936171795343465,0.0012901586657239194,500.0
4.0,-0.03332439864160418,0.0012491172201106473,498.0
4.5,-0.02853004699490633,0.0012065973767580106,495.0
5.0,-0.02434965286523805,0.0012355630445106626,486.0
5.5,-0.01722611742036026,0.0010884843427562058,484.0
6.0,-0.016773862680102128,0.0011117445416493265,473.0
