Jdis,O^z,error,N
0.1,0.19847426330098644,0.000542899860940506,617.0
0.2,0.1875050205909393,0.0005924194557994056,1000.0
0.3,0.171947839361769,0.0006926463158860063,1000.0
0.5,0.13914643922442888,0.0007865667044622348,1000.0
0.6,0.1239090378617188,0.0007821336737322268,1000.0
0.7,0.11329282039710571,0.0007878988147065726,1000.0
0.8,0.09995351629664344,0.0007592828282159302,1000.0
0.9,0.09032916028371493,0.0007407014017580425,1000.0
1.0,0.08072901870770406,0.0007192758793707557,1000.0
1.1,0.07228024910781478,0.0006907042557077003,1000.0
1.2,0.06406225413759946,0.0006574651579053773,1000.0
1.5,0.045770436341588956,0.0005650857933091534,1000.0
1.8,0.03405056111916572,0.0005020869396913933,1000.0
