Dimerization,ZL,error,N
0.0,0.01444876092428432,0.0012666341887527033,4000.0
0.05,0.016137044159024994,0.001248218215312355,4000.0
0.1,0.013181451556837425,0.0012750444650146868,4000.0
0.15,0.009696051239970924,0.0012953228067288747,4000.0
0.2,0.006677240477892516,0.0013303703265510904,4000.0
0.25,0.002175921290526849,0.0013896716236218081,4000.0
0.3,0.0003292636941650899,0.001445722088895914,4000.0
0.35,-0.003090511355184185,0.001527316796154652,4000.0
0.4,-0.003271465797120392,0.00167236346799966,4000.0
0.45,0.0018812315250172113,0.0018379185455635596,4000.0
0.5,0.014401211660089031,0.0020449020278163928,4000.0
