Dimerization,ZL,error,N
0.0,-0.2660743392554073,0.0310084448570628,100.0
0.05,-0.2430522403409039,0.03238062051131561,100.0
0.1,-0.1898750373379572,0.03185757700754904,100.0
0.15,-0.0913120339984182,0.0336890664759754,100.0
0.2,0.006990978004991882,0.03461933264041546,100.0
0.25,0.1458347418607751,0.0378304021773397,100.0
0.3,0.24375197876613183,0.037238115031287974,100.0
0.35,0.37865738828434353,0.03036533304635875,100.0
0.4,0.4959332078235705,0.025323762496142967,100.0
0.45,0.569103886153618,0.02444945158092718,100.0
0.5,0.6468277094463944,0.02065448305980343,100.0
0.55,0.7086030143700138,0.01586825045039449,100.0
0.6,0.76652165707653,0.008033456287799199,100.0
0.65,0.7783664513973385,0.01742271252209544,100.0
0.7,0.8171525695430824,0.015185563189660151,100.0
0.75,0.8244460518408858,0.018782997539156805,100.0
0.8,0.8645875439961782,0.0035423083739682957,100.0
0.85,0.8780635202601921,0.0012956311846980709,100.0
0.9,0.8683816158808156,0.014152027642481474,100.0
0.95,0.8881788983906421,0.006118568766881441,100.0
1.0,0.9022252483954226,3.6396211570837575e-15,100.0
