Dimerization,O^z,error
0.0,-0.2244653423927469,0.0
0.05,-0.22480084693796698,0.0
0.1,-0.22506974992135134,0.0
0.15,-0.22352399294765654,0.0
0.2,-0.22204674842599798,0.0
0.25,-0.21927122355560047,0.0
0.3,-0.2146906433548612,0.0
0.35,-0.2060438194902835,0.0
0.4,-0.19353240510893194,0.0
0.45,-0.17694159588551248,0.0
0.5,-0.15373199035301344,0.0
0.55,-0.12684995515865702,0.0
0.6,-0.09725085492267438,0.0
0.65,-0.06726239749834036,0.0
0.7,-0.04088769344747795,0.0
