Dimerization,O^z
0.1,0.30892036724654737
0.2,0.2341799062980445
0.3,0.07147655330768071
0.4,0.009554417041043093
0.5,0.00040535113054110514
0.6,6.462382069507598e-05
0.7,1.1513861002934525e-06
0.8,2.6381150332459867e-07
0.9,-2.2581988362053955e-09
1.0,-1.5197559122620802e-15
