Jdis,ZL,error
0.9,-0.44791805199873486,0.031006669669308394
0.95,-0.40059618857875506,0.031153584572225706
1.0,-0.3741030491319028,0.03094741805041626
1.05,-0.30111486199807924,0.03204926724768732
1.1,-0.2696076039642023,0.030840191443510835
1.15,-0.22965681035097013,0.0310723485036364
1.2,-0.1998811320225556,0.03169279425784445
