Jdis,ZL,error
0.9,-0.43653672144152045,0.023548813718512807
0.95,-0.39527731209805317,0.0264462060312008
1.0,-0.36624189377066396,0.025115733355302677
1.05,-0.342177174628451,0.02625215435547341
1.1,-0.30036211367183857,0.02787584417271057
1.15,-0.28579851784165916,0.028154693754506004
1.2,-0.2415075058536846,0.02841009627913583
