Jdis,O^z,error,N
0.0,-0.11737605244448697,0.005693587697369528,1.0
0.5,-0.1359085767102698,0.0010169490112936473,500.0
1.0,-0.09639022114745315,0.0011466982532870877,500.0
1.5,-0.06980241998361732,0.0011655328691912302,500.0
2.0,-0.052611531828069116,0.00114836269897815,500.0
2.5,-0.040828491270344304,0.0011428430584705094,500.0
3.0,-0.028048755630510888,0.0011952854674554996,500.0
3.5,-0.026194987218784653,0.0010549150029424024,500.0
4.0,-0.019316662834847988,0.00096787924126162,498.0
4.5,-0.019706153233836128,0.0010372286706863173,497.0
5.0,-0.012738476916987707,0.0010219717686268074,486.0
5.5,-0.011549525353672577,0.0009727118504938133,477.0
6.0,-0.007277216583189622,0.0008796100458243921,468.0
