Jdis,O^z,error,N
0.7,-0.06435259162077138,0.00046376092935168525,1000.0
0.75,-0.06236065391920519,0.00047515692243072026,1000.0
0.8,-0.05946397751646745,0.0004735457584262649,1000.0
0.85,-0.05715269165394509,0.00047214700296448507,1000.0
0.9,-0.05532733952481761,0.00048091217202098606,1000.0
0.95,-0.053239654629597954,0.0004834354464533312,1000.0
1.0,-0.050577346985363335,0.000475611171586482,1000.0
1.1,-0.0466597975793299,0.0004792654437805089,1000.0
1.2,-0.0438149226300546,0.00047524850625328934,1000.0
1.3,-0.04045611366925734,0.0004784483081464505,1000.0
1.4,-0.03849555574544782,0.0004816883325157427,1000.0
1.5,-0.034270310218505205,0.00047656757407044754,1000.0
