Jdis,ZL,error,N
0.7,0.17584781840639838,0.0034056227203575554,1000.0
0.75,0.16889879573453195,0.0033403350696458904,1000.0
0.8,0.1559356447055349,0.0034665009989530253,1000.0
0.85,0.14671078871067558,0.003490735365409097,1000.0
0.9,0.13757970035461956,0.0035125520463478517,1000.0
0.95,0.1298586310717769,0.0035554865252284814,1000.0
1.0,0.12103250718383508,0.003619217672495043,1000.0
1.1,0.1068263972233325,0.003542268512315352,1000.0
1.2,0.08870624074552891,0.0035454047113362744,1000.0
1.3,0.07997084608626144,0.0034930491578795703,1000.0
1.4,0.0695588184426222,0.0033333042756554165,1000.0
1.5,0.05835649784551804,0.0032976433274977224,1000.0
