Jdis,ZL,error,N
0.7,-0.0940167375863722,0.00481700460886654,1000.0
0.75,-0.08842346333763738,0.004894278225530081,1000.0
0.8,-0.08473338273732821,0.004761862900072052,1000.0
0.85,-0.07557169428491248,0.004668553468155013,1000.0
0.9,-0.0706857979983479,0.004562903560723589,1000.0
0.95,-0.05944156716774358,0.004595786729015578,1000.0
1.0,-0.05802677153838888,0.004341835054717552,1000.0
1.1,-0.046703917478843435,0.004179959761480672,1000.0
1.2,-0.03732496070434133,0.0038398810768958537,1000.0
1.3,-0.029016755350558577,0.0036558079495150864,1000.0
1.4,-0.02471233719685269,0.003559581761332221,1000.0
1.5,-0.01674610636344895,0.0034058795589096804,1000.0
