Jdis,ZL,error,N
0.1,-0.3232221139182159,0.006902581630068178,1000.0
0.2,-0.25860886626745416,0.009755497132287023,1000.0
0.3,-0.1816292397958793,0.011249082598639697,1000.0
0.4,-0.11707586671819033,0.01201217374759304,1000.0
0.5,-0.06253293668491022,0.01243248568492195,1000.0
0.6,-0.020415063433330747,0.012569846450439057,1000.0
0.7,0.009734516524578097,0.012529368070026421,1000.0
0.8,0.0335965706004525,0.012399662374588196,1000.0
0.9,0.06137025466513188,0.01212870177404822,1000.0
1.0,0.07467203225150022,0.011826529162390126,1000.0
1.1,0.0877129628075168,0.011610875875599828,1000.0
1.2,0.0941848147762185,0.0112061625629709,1000.0
1.5,0.12327158133342409,0.010365187836634671,1000.0
1.8,0.13255438303484068,0.00983026316082567,1000.0
