Jdis,ZL,error,N
0.1,-0.3547607987526783,0.008021090978587223,1000.0
0.2,-0.2562338795875163,0.011231552549890533,1000.0
0.3,-0.15759346571718275,0.012614308399515939,1000.0
0.4,-0.07682449225533569,0.0132815044866755,1000.0
0.5,-0.013617735931660966,0.013375714930861994,1000.0
0.6,0.039944446495656934,0.013369111623340042,1000.0
0.7,0.07901263331981531,0.013181877299612574,1000.0
0.8,0.10804183385704716,0.01280562765979293,1000.0
0.9,0.12505015982484993,0.012593730994189103,1000.0
1.0,0.14499890405892377,0.012098398306911104,1000.0
1.1,0.16258708472130928,0.011798735576306582,1000.0
1.2,0.16388648885704818,0.011428541555739689,1000.0
1.5,0.17390973164204981,0.010581328089270026,1000.0
1.8,0.17836669797100443,0.01003385462888441,1000.0
