x1,x2,corr
0,1,0.6713859648491293
0,2,-0.7153555654480899
0,3,-0.5198609434871788
0,4,0.4237612188671657
0,5,0.2790223758159799
0,6,-0.2555385200654224
0,7,-0.1591208950729667
0,8,0.1270835706416002
0,9,0.08664302798854928
0,10,-0.07058865233814958
0,11,-0.06463435262765262
0,12,0.06446768211788143
0,13,0.04464649339748333
0,14,-0.03937037679642395
0,15,-0.02875411536529196
0,16,0.02507200965938405
0,17,0.01550121874022581
0,18,-0.01316186328485272
0,19,-0.007195254430679057
0,20,0.006202109017175575
0,21,0.007757173582345463
0,22,-0.007467523686487722
0,23,-0.006438116482917243
0,24,0.005618485196253143
0,25,-0.000493504414769386
0,26,0.003137484445832134
0,27,0.01119696982217441
0,28,-0.01445338293043152
0,29,-0.02326424787998273
0,30,0.02448475555903378
0,31,0.02457597593822753
0,32,-0.02491825049129605
1,11,-0.0963946590665431
1,12,0.09033307363626004
1,13,0.0602209442620333
1,14,-0.05353313204864593
1,15,-0.04016261504762737
1,16,0.03598784706796196
1,17,0.02531971378325218
1,18,-0.02254941052863108
1,19,-0.01428602210230781
1,20,0.01299044668051286
1,21,0.01996706794961847
1,22,-0.02034555343962271
1,23,-0.02328669090744875
1,24,0.0229217734743669
1,25,0.01653835398378923
1,26,-0.01375487257560198
1,27,-0.005416622065572375
1,28,0.001811073838190137
1,29,-0.009189667869342895
1,30,0.01161069074801494
1,31,0.01540634739704907
1,32,-0.01699538619672077
1,33,-0.01710530939305814
2,12,-0.09979278185758503
2,13,-0.06618527362107586
2,14,0.05886857633241985
2,15,0.0445153374618525
2,16,-0.0401944872077202
2,17,-0.02904369503721898
2,18,0.02604589484083667
2,19,0.01694967894002504
2,20,-0.01556947848936115
2,21,-0.0244781129449208
2,22,0.02500779768031505
2,23,0.02943305545484767
2,24,-0.02940509024425139
2,25,-0.02298689693327405
2,26,0.02010000312532185
2,27,0.01176018630240082
2,28,-0.008099393703550943
2,29,0.003593067304857987
2,30,-0.006474139486340603
2,31,-0.0116256778975865
2,32,0.01360962235328089
2,33,0.01527820213112951
2,34,-0.0127721844496656
3,13,-0.08774778800318292
3,14,0.07786481696231751
3,15,0.059013806155907
3,16,-0.05370266963806444
3,17,-0.03978740800572808
3,18,0.03583554253816637
3,19,0.02405288854426388
3,20,-0.02242205759796568
3,21,-0.03227924257650273
3,22,0.03329513686916982
3,23,0.04052838022023737
3,24,-0.04086896878020074
3,25,-0.03473027117170004
3,26,0.03195130951564128
3,27,0.02403315032269364
3,28,-0.02037895682840756
3,29,-0.007855319330253803
3,30,0.004252690441258265
3,31,-0.003429322430793921
3,32,0.006250727216459932
3,33,0.01121147059248622
3,34,-0.01010632099716914
3,35,-0.001152296520843138
4,14,-0.08776147434427635
4,15,-0.06634612818033118
4,16,0.06039978614973236
4,17,0.04505385766541896
4,18,-0.04070522976527204
4,19,-0.02746590298015662
4,20,0.02567139262603477
4,21,0.03320748763466334
4,22,-0.03454626464862486
4,23,-0.04235131372184294
4,24,0.04240820222566088
4,25,0.03660819818049268
4,26,-0.03422585054410025
4,27,-0.0267404786948702
4,28,0.02310521940182017
4,29,0.01087122125448217
4,30,-0.007238363924255158
4,31,0.0008791635080986323
4,32,-0.003850545184323327
4,33,-0.009612024585836791
4,34,0.008932135770772098
4,35,0.001612139451167297
4,36,0.0006785742332299725
5,15,-0.1000705998014104
5,16,0.09054263344297794
5,17,0.06477240902286685
5,18,-0.05743667014884014
5,19,-0.03796441400019415
5,20,0.03571698240272565
5,21,0.02686466727790129
5,22,-0.0280605273723016
5,23,-0.03489347799582768
5,24,0.03508356241814146
5,25,0.03126015412680569
5,26,-0.02972302505111054
5,27,-0.02481478874107491
5,28,0.02230162035956726
5,29,0.01354099878105307
5,30,-0.01070766242540372
5,31,-0.003853971284122346
5,32,0.001403454438470466
5,33,-0.004086252239961008
5,34,0.004309701329791617
5,35,0.001384278271147315
5,36,-0.0002970873866725387
5,37,0.00307784301256808
6,16,-0.09661715577169877
6,17,-0.06491499132449416
6,18,0.05561395305294835
6,19,0.03577000914619318
6,20,-0.03384555320244136
6,21,-0.02226677665220543
6,22,0.02316891464929108
6,23,0.02893958684882386
6,24,-0.02934585357441198
6,25,-0.02641042865225946
6,26,0.02508759513732717
6,27,0.02133346785937029
6,28,-0.01946189350394269
6,29,-0.01250814264407774
6,30,0.01016341125246531
6,31,0.004434231168975001
6,32,-0.002408802651340804
6,33,0.002290803323012764
6,34,-0.002667497262580692
6,35,-0.0009816910020526194
6,36,0.0002764072109475311
6,37,-0.002345806483159684
6,38,0.002381353314218768
7,17,-0.07069144870725702
7,18,0.05957010233932028
7,19,0.03726826602590339
7,20,-0.03535946497785999
7,21,-0.008536569753936983
7,22,0.008869718033837865
7,23,0.01129016264134953
7,24,-0.01161535910387401
7,25,-0.01087272161517148
7,26,0.01046210713895976
7,27,0.009527400761893354
7,28,-0.009045047752367306
7,29,-0.006932646436939086
7,30,0.006098806582233123
7,31,0.003855625112780914
7,32,-0.003096277591835441
7,33,-0.001169033065303707
7,34,0.0007648770895609075
7,35,0.0002825800434584836
7,36,-0.0002224045586833266
7,37,-0.0007319674542477183
7,38,0.0007793614711569562
7,39,0.001225431433975979
8,18,-0.07723034090532357
8,19,-0.05011397497615502
8,20,0.04710429128913231
8,21,0.005125068241752768
8,22,-0.005380487250697267
8,23,-0.006968013870113201
8,24,0.00714874933068676
8,25,0.006921737117062545
8,26,-0.006812006877992757
8,27,-0.006533740192373754
8,28,0.00632673062372471
8,29,0.005394784962947924
8,30,-0.004955548635193341
8,31,-0.003588570728798616
8,32,0.003143567257061382
8,33,0.001955311968015364
8,34,-0.001581227388399597
8,35,-0.0006606555025662433
8,36,0.000433607579391027
8,37,0.0003938291429923337
8,38,-0.0004404830638801163
8,39,-0.0008387865043024474
8,40,0.0009656663137088305
9,19,-0.0752297277503869
9,20,0.0707564460407587
9,21,-0.00238106676222806
9,22,0.00224247807012686
9,23,0.00270633641744141
9,24,-0.003100966479868503
9,25,-0.002593685560548888
9,26,0.002086126428816718
9,27,0.001468697892135743
9,28,-0.001347456354736149
9,29,-0.0001137902760753289
9,30,-0.0003156673233955166
9,31,-0.001086062891708427
9,32,0.001405279036946436
9,33,0.002518791980196943
9,34,-0.002655174836703864
9,35,-0.002330638228003434
9,36,0.002110831378504709
9,37,0.0005492206701616525
9,38,-0.0005332638074665239
9,39,-0.0005974307720294829
9,40,0.0006262974753682691
9,41,0.0004980116709257171
10,20,-0.09097180512268019
10,21,-0.002022520132328433
10,22,0.002368403289726814
10,23,0.003068148530601033
10,24,-0.002710988894968415
10,25,-0.002665347710002213
10,26,0.002960946730259929
10,27,0.002870684094402365
10,28,-0.002609658524103609
10,29,-0.002513922228754157
10,30,0.002493690874587062
10,31,0.002127834777145076
10,32,-0.00204895450912964
10,33,-0.002223478980619947
10,34,0.002259424886610191
10,35,0.002181582791634639
10,36,-0.002082174367276476
10,37,-0.0009679322577404454
10,38,0.0009557112042250836
10,39,0.001087458800746999
10,40,-0.001131470963831417
10,41,-0.0008954804800657302
10,42,0.0007460660200660795
11,21,-0.02484171617925447
11,22,0.02633319278224503
11,23,0.03310395631538235
11,24,-0.03283965992402688
11,25,-0.02996358886536545
11,26,0.02924286580876756
11,27,0.02553207966810681
11,28,-0.02327493480110992
11,29,-0.01627940222295237
11,30,0.01391816555183224
11,31,0.007596212753558746
11,32,-0.005401912903895295
11,33,-0.0004278723851106694
11,34,-0.0001075349724989807
11,35,0.000852041207097351
11,36,-0.001297821535814317
11,37,-0.002798368083835227
11,38,0.002822315842780491
11,39,0.003357255879241935
11,40,-0.00349979914793878
11,41,-0.002955933425101832
11,42,0.002508260769899137
11,43,0.001338731687462047
12,22,-0.03960600464932523
12,23,-0.04976694010219965
12,24,0.04953819168815102
12,25,0.04514178033962374
12,26,-0.04389747462600482
12,27,-0.03824698275215362
12,28,0.03489565972472592
12,29,0.02411756345988443
12,30,-0.02046106631711351
12,31,-0.01079778552301353
12,32,0.007412154106524867
12,33,-0.0005562911607514257
12,34,0.001479971197347952
12,35,0.0001782848798067191
12,36,0.0005191009446040596
12,37,0.00361430494812986
12,38,-0.003669840157696147
12,39,-0.004457229513385456
12,40,0.004660674512284267
12,41,0.004091347592879943
12,42,-0.003554196041720966
12,43,-0.002114575436793802
12,44,0.001793710905126582
13,23,-0.1071349161941723
13,24,0.1075191188072901
13,25,0.09809829324738686
13,26,-0.09482001760001582
13,27,-0.08278693486053353
13,28,0.07596672773015115
13,29,0.05236245056885452
13,30,-0.04417417694362104
13,31,-0.02285603734494165
13,32,0.01534518529370097
13,33,-0.003287838335317151
13,34,0.00583539675930927
13,35,0.004242135050547814
13,36,-0.002836619593933063
13,37,0.005994860908445708
13,38,-0.006194778981829326
13,39,-0.007998564182309079
13,40,0.00844940663880853
13,41,0.008255890441778936
13,42,-0.007632539314272553
13,43,-0.005761147026195061
13,44,0.005258683541835941
13,45,0.002926185557270642
14,24,-0.1299357067652411
14,25,-0.1187600403564626
14,26,0.1135374535131211
14,27,0.09933907421164601
14,28,-0.092038044645399
14,29,-0.06369730534736229
14,30,0.05358163172929051
14,31,0.02789809508734688
14,32,-0.01889431955267853
14,33,0.003744904422414834
14,34,-0.007059224971468702
14,35,-0.005698509065281169
14,36,0.004077478669694026
14,37,-0.006860314182425355
14,38,0.007121979107562483
14,39,0.009391785198748087
14,40,-0.009970738487652047
14,41,-0.01007592795353755
