Jdis,O^z,error,N
0.7,-0.07412567456043753,0.00044201142082727496,1000.0
0.75,-0.06790272497502137,0.0004370458039583033,1000.0
0.8,-0.06446814657339024,0.0004291393419944883,1000.0
0.85,-0.060932724464026214,0.00042769316112875784,1000.0
0.9,-0.056072802394520296,0.0004199233588913157,1000.0
0.95,-0.05257390133093873,0.0004109239502302662,1000.0
1.0,-0.04954043844184299,0.0004081781315249269,1000.0
1.1,-0.04223008592698232,0.00037379328534165404,1000.0
1.2,-0.03838468096223199,0.00037867824062375646,1000.0
1.3,-0.03423451707757536,0.00036421034666034047,1000.0
1.4,-0.032182298006452434,0.00036206394002758407,1000.0
1.5,-0.028991475923784163,0.0003488404570542349,1000.0
