Jdis,ZL,error,N
0.7,-0.15135129998692273,0.0036270781449890305,1000.0
0.75,-0.13898453294221297,0.0036399687507196704,1000.0
0.8,-0.13321005279488837,0.003659108131772445,1000.0
0.85,-0.11964024320732171,0.0037561729246983573,1000.0
0.9,-0.10883478025192349,0.003789176948810482,1000.0
0.95,-0.10379702014495223,0.003657742338911204,1000.0
1.0,-0.09469469851950296,0.0036380635061056565,1000.0
1.1,-0.07750252539287099,0.003720366080931215,1000.0
1.2,-0.06075113752710139,0.003727473855453118,1000.0
1.3,-0.05081901253987719,0.0035979595201653856,1000.0
1.4,-0.04021694962825075,0.0035406267071732304,1000.0
1.5,-0.03844056174911427,0.0034691440899783372,1000.0
