Jdis,ZL,error,N
0.7,0.011088093718542897,0.0032914743704399434,1000.0
0.75,0.009206172498232829,0.0033170325532279285,1000.0
0.8,0.00858021684820038,0.0033440601142198617,1000.0
0.85,0.0080946756000319,0.00337938846936569,1000.0
0.9,0.008103048881915714,0.0033871533829596882,1000.0
0.95,0.010936039117707222,0.003381163944764325,1000.0
1.0,0.009465966866052488,0.0034215324277063522,1000.0
1.1,0.010554565846085438,0.003468696077389856,1000.0
1.2,0.010906605476890397,0.0035218241520854426,1000.0
1.3,0.005409731526514152,0.003443361944992937,1000.0
1.4,0.00854758369154604,0.0034178862170590406,1000.0
1.5,0.008400450222881111,0.0033959754303623272,1000.0
