Dimerization,O^z,error
0.05,0.3362845144815672,0.0
0.1,0.32486145815917666,0.0
0.15,0.3040066126467069,0.0
0.2,0.2609562568208276,0.0
0.25,0.1539114920050353,0.0
0.3,0.03409379718141372,0.0
