Dimerization,ZL,error
0.0,0.4905563713101842,0.0
0.1,0.2316044715989138,0.0
0.2,-0.08474886410970144,0.0
0.3,-0.3464746266886805,0.0
0.4,-0.4398104088204884,0.0
0.5,-0.4783625512519105,0.0

