Jdis,O^z,error,N
0.7,-0.18938401750463038,0.0004466240656046749,1000.0
0.75,-0.17881058303976374,0.0004568429136376839,1000.0
0.8,-0.16912778969962622,0.0004728432649740711,1000.0
0.85,-0.16066400683035664,0.000480620106147571,1000.0
0.9,-0.1510974509369538,0.00048682516981738165,1000.0
0.95,-0.1423875250118073,0.0004914016274334382,1000.0
1.0,-0.1347684468607352,0.0004916354005061598,1000.0
1.1,-0.11700023235215239,0.0005114277903856965,1000.0
1.2,-0.1032486294237812,0.0005061944983238972,1000.0
1.3,-0.09064640964828909,0.0004994389219444512,1000.0
1.4,-0.08058895271196162,0.0004985349113974535,1000.0
1.5,-0.07054911509558769,0.0004875384191767855,1000.0
