Dimerization,ZL,error,N
0.0,0.013361659815779513,0.0013661489353302887,3000.0
0.05,0.011122547372670091,0.0013586031549986896,3000.0
0.1,0.00884632748924394,0.0013976444649245647,3000.0
0.15,0.006572228971195578,0.001428677098567136,3000.0
0.2,0.003243300262124479,0.0015386497376950424,3000.0
0.25,0.0018468396466103558,0.0015399395991994244,3000.0
0.3,-0.0012488871832605048,0.0016228782919094442,3000.0
0.35,-0.0015223427088260951,0.0017151659857605915,3000.0
0.4,0.001207041786977903,0.0018718762165643751,3000.0
0.45,0.006187995141168346,0.002070423972912204,3000.0
0.5,0.015842158047595024,0.0022880199358450894,3000.0
