Dimerization,ZL,error,N
0.0,0.012930362325451005,0.0010560842121194395,4999.0
0.05,0.01148320657491112,0.0010664579701627746,4999.0
0.1,0.008112284321559146,0.0010851042945371387,4999.0
0.15,0.006765320633927823,0.0011141414712472488,5000.0
0.2,0.0035189747888295904,0.0011829365841856362,5000.0
0.25,0.0016687344785368706,0.0011870963948442084,5000.0
0.3,-0.001317105249481759,0.0012664541058754167,5000.0
0.35,-0.0013758879971784122,0.0013232641099835795,5000.0
0.4,0.0011788472661518707,0.0014477248087033728,5000.0
0.45,0.006021072322938764,0.0015939903342743775,5000.0
0.5,0.01663565117443282,0.0017557536189560586,4999.0
