Dimerization,ZL,error,N
0.0,0.1499656750161751,0.0036281939719436463,1000.0
0.05,0.14028844211159572,0.003925154030515631,1000.0
0.1,0.12003214058626742,0.0041814690224285895,1000.0
0.15,0.07179859110888023,0.004590003004587612,1000.0
0.2,0.03280827937531901,0.0048223672415769765,1000.0
0.25,-0.02003546924251985,0.004796963349632005,1000.0
0.3,-0.0706857979983479,0.004562903560723589,1000.0
0.35,-0.10704716592720726,0.004157480157150517,1000.0
0.4,-0.12460563172255289,0.003845890786582985,1000.0
0.45,-0.1235596102596944,0.003914153511392025,1000.0
0.5,-0.09071769165166522,0.004560359443616503,1000.0
0.55,-0.03348807404778921,0.00515849274483385,1000.0
0.6,0.054693939387094666,0.005558002176090335,1000.0
0.65,0.15451967563110283,0.005713780235962105,1000.0
0.7,0.2672491809337597,0.005153264846793738,1000.0
