Dimerization,ZL,error,N
0.0,0.0262288455474128,0.002651409812369492,1000.0
0.05,0.02093272693196668,0.002679415669921183,1000.0
0.1,0.018267926400950617,0.0028186660217078426,1000.0
0.15,0.013939636004884617,0.0028759704001803336,1000.0
0.2,0.0056622353458916285,0.002915761516708436,1000.0
0.25,-0.00470138265819709,0.002903084215037368,1000.0
0.3,-0.0041733644473077106,0.003086634643552646,1000.0
0.35,-0.013146664806644849,0.0031724854240875655,1000.0
0.4,-0.012668190138518673,0.0033477511269825746,1000.0
0.45,-0.0035458328391442208,0.0037630306025397187,1000.0
0.5,0.009833478310889007,0.004177664180765634,1000.0
