Jdis,O^z,error,N
0.7,-0.03977379429777893,0.0003258558531005415,1000.0
0.75,-0.037285095884040824,0.0003278157781055502,1000.0
0.8,-0.035864805609351645,0.0003313109442665919,1000.0
0.85,-0.03481846051144232,0.00032966221942641713,1000.0
0.9,-0.0330441456785587,0.00032515393936661255,1000.0
0.95,-0.03257394936977807,0.00033025108700871045,1000.0
1.0,-0.029917458311965215,0.00030633859166357053,1000.0
1.1,-0.02746176735327723,0.0003092507348154838,1000.0
1.2,-0.025683404016342285,0.00030894586173672454,1000.0
1.3,-0.02317798117410506,0.0003107037116096361,1000.0
1.4,-0.022412589352259916,0.00030944473859974736,1000.0
1.5,-0.020274337195997808,0.0003028749908435351,1000.0
