Dimerization,ZL,error,N
0.0,0.01372473422978517,0.0010543167082845033,4999.0
0.05,0.01268308540087637,0.0010793642719679269,4998.0
0.1,0.010563130864202607,0.0010970005579173693,4999.0
0.15,0.009650332909926108,0.0011408825641462481,5000.0
0.2,0.004725067244421461,0.0011708090177943724,5000.0
0.25,0.0007862505468110219,0.001194048183575015,5000.0
0.3,-0.0011433347396043148,0.0012709480696615285,5000.0
0.35,-0.001973333416020787,0.0013384409159640591,5000.0
0.4,-5.198973908369358e-05,0.0014218687079017025,5000.0
0.45,0.004812019709731858,0.0016040312256754257,5000.0
0.5,0.014852855977446898,0.0017817022305399977,4999.0
