Dimerization,ZL,error,N
0.0,0.10718594667074924,0.0032494251015444983,1000.0
0.05,0.10260220879750163,0.0033952026097514992,1000.0
0.1,0.08870624074552891,0.0035454047113362744,1000.0
0.15,0.07202291969557266,0.0037151989562055373,1000.0
0.2,0.05457510431886572,0.0039393228675473424,1000.0
0.25,0.02836454683151411,0.003885118699386865,1000.0
0.3,0.0029016299484840467,0.003934500342530975,1000.0
0.35,-0.024443869843147895,0.0037485859535717576,1000.0
0.4,-0.04718569699092421,0.0035376596639397984,1000.0
0.45,-0.057144988026679236,0.003370801488773639,1000.0
0.5,-0.0682053075030113,0.003312655551697359,1000.0
0.55,-0.06315923002559057,0.0034890993081506476,1000.0
0.6,-0.044282451749681095,0.0036498235210270093,1000.0
0.65,-0.005817714008114981,0.004134570454857864,1000.0
0.7,0.045458254877224824,0.004456602224759018,1000.0
