Dimerization,ZL,error,N
0.0,0.12193043903191382,0.0032437506043498034,1000.0
0.05,0.12155446995880805,0.003360602370844554,1000.0
0.1,0.1068263972233325,0.003542268512315352,1000.0
0.15,0.08684849135823561,0.0036959592143181804,1000.0
0.2,0.06484789645240699,0.003838168390033028,1000.0
0.25,0.02955642440292898,0.003950127304551111,1000.0
0.3,0.004123571800868675,0.003997795200183268,1000.0
0.35,-0.027913921433440486,0.003813639985386951,1000.0
0.4,-0.05243497302671842,0.00357832462829051,1000.0
0.45,-0.0715801602355431,0.0033181962043012905,1000.0
0.5,-0.07896645096564793,0.00323434599000262,1000.0
0.55,-0.07560989795414615,0.0033306340377713467,1000.0
0.6,-0.054320727684352234,0.0036500915550017696,1000.0
0.65,-0.012581951091227152,0.004049944110617514,1000.0
0.7,0.04448343128845633,0.0043799915620779265,1000.0
