Jdis,O^z,error,N
0.1,0.3420652284212839,0.00024471632831050624,714.0
0.2,0.3336667689409306,0.0002721297934825355,1000.0
0.3,0.318649562079361,0.00037832242110682313,1000.0
0.4,0.2962895413443887,0.0007093063610762689,510.0
0.5,0.269904194300036,0.0006318271660317445,1000.0
0.6,0.23913097950622286,0.0007307952444748105,1000.0
0.8,0.18084976778565362,0.000825334829517382,1000.0
0.9,0.1551098453727675,0.0008222380910934116,1000.0
1.0,0.13324914981281175,0.0008167219824876015,1000.0
1.1,0.1152775467446055,0.000793197612581071,1000.0
1.2,0.10019748832719716,0.0007631743904289205,1000.0
1.5,0.0650408384511192,0.0006620475648440406,1000.0
1.8,0.044807956768908995,0.0005626255215243752,1000.0
