Dimerization,ZL,error,N
0.0,0.008847983528342367,0.0022853778989743636,1000.0
0.05,0.007555039182865626,0.002404183620496528,1000.0
0.1,0.004240531912307852,0.002357414224147254,1000.0
0.15,0.0008987677657733027,0.0024266820288182576,1000.0
0.2,0.0043439211113983365,0.002499843704483516,999.0
0.25,-9.041682120737044e-05,0.0026589096454126314,1000.0
0.3,0.0027278233878538817,0.0028092819527904514,1000.0
0.35,0.0019430320289594715,0.0029199498986796323,1000.0
0.4,0.004187150903268715,0.0032084469745335144,1000.0
0.45,0.0064902948088367005,0.003433649545950646,1000.0
0.5,0.01954593425857028,0.003924572693577615,1000.0
