Dimerization,ZL,error,N
0.0,0.010742797943559208,0.001039339902751086,4999.0
0.05,0.011610185036998857,0.0010318686541803204,4999.0
0.1,0.008441082700429923,0.0010520810367277416,5000.0
0.15,0.0061676626375269305,0.0010868138287564487,4999.0
0.2,0.004464948198350296,0.00111565739016925,4999.0
0.25,0.0024006498526302454,0.0011843669861588476,5000.0
0.3,0.0015801561840617607,0.0012384283258564742,5000.0
0.35,0.0008897048585759954,0.00133730327459133,5000.0
0.4,0.0031506518823641604,0.0014366066448632984,5000.0
0.45,0.007968173246328892,0.0015829905082577654,5000.0
0.5,0.017123688980940414,0.0017866536699058906,5000.0
